report_date,client_id,target,col1453,col1454,col2167,col2168,col2169,col2170,col2171,col2172,col2173,col2174,col2175,col2176,col2177,col2178,col2179,col2180,col2181,col2182,col2183,col2184,col2185,col2186,col2187,col2188,col2189,col2190,col2220,col2221,col2222,col2244,col2245,col2246,col2292,col2293,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2364,col2365,col2366,col2388,col2389,col2390,col2460,col2461,col2462,col2470,col2663
2022-12-01,115,0,0,44e80d57-462f-4162-84ec-3c974cf612aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4826862.3,10000.0,2418431.15,0.0,0.0,0.0,11.0,11.0,11.0,146794.0,146794.0,146794.0,4836862.3,4836862.3,4836862.3,1.0,1.0,1.0,32.95,32.95,32.95,1.84,1.84,1.84,486.0,0.2569190620677391
2022-09-01,118,0,0,470aa580-7fc1-4c2b-8f38-4e3ebcff349b,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5076964.61,10000.0,2543482.305,0.0,0.0,0.0,10.0,10.0,10.0,147128.0,147128.0,147128.0,4950857.2,4950857.2,4950857.2,1.0,1.0,1.0,33.65,33.65,33.65,1.13,1.13,1.13,341.0,0.2562613816564786
2023-01-01,119,0,0,473e6da1-87a7-4461-915b-f85917199154,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4502115.25,10000.0,1510705.08333333,0.0,0.0,0.0,14.0,14.0,14.0,200268.0,200268.0,200268.0,4441944.24,4441944.24,4441944.24,1.0,1.0,1.0,22.18,22.18,22.18,1.41,1.41,1.41,345.0,0.2562613816564786
2023-01-01,147,0,0,55c342ca-5222-4757-80d2-46dd972e4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6311791.16,10000.0,2116263.72,0.0,0.0,0.0,26.0,26.0,26.0,189575.0,189575.0,189575.0,6582044.0,6582044.0,6582044.0,1.0,1.0,1.0,34.72,34.72,34.72,0.0,0.0,0.0,667.0,0.2569190620677391
2023-02-01,178,0,0,69e610e7-d5c2-ec11-b822-005056b8a6d9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11670301.93,10000.0,3903433.97666667,0.0,0.0,0.0,24.0,24.0,24.0,213438.0,213438.0,213438.0,11747627.52,11747627.52,11747627.52,2.0,2.0,2.0,55.04,55.04,55.04,1.99,1.99,1.99,276.0,0.2567267262022488
2022-12-01,179,0,0,6a189547-5871-4e5e-93d1-bb71bfcce8b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9882769.03,10000.0,3306589.67666667,0.0,0.0,0.0,2.0,2.0,2.0,160002.0,160002.0,160002.0,8750509.38,8750509.38,8750509.38,2.0,2.0,2.0,54.69,54.69,54.69,2.28,2.28,2.28,424.0,0.2560610222605129
2021-12-01,187,0,0,6db188f6-c5e5-4e5f-9bcc-c308198eb5e0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5703979.52,10000.0,1913659.84,0.0,0.0,0.0,1.0,1.0,1.0,165120.0,165120.0,165120.0,5830387.2,5830387.2,5830387.2,1.0,1.0,1.0,35.31,35.31,35.31,0.0,0.0,0.0,352.0,0.2562613816564786
2022-07-01,193,0,0,703d2105-ca1d-4967-b4f9-2108f15cfad9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3941531.76,10000.0,1975765.88,0.0,0.0,0.0,8.0,8.0,8.0,170319.0,170319.0,170319.0,3849209.4,3849209.4,3849209.4,1.0,1.0,1.0,22.6,22.6,22.6,1.29,1.29,1.29,272.0,0.2562613816564786
2023-01-01,216,0,0,7f00d773-809f-42ca-b82e-d7d8f785f8a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8456698.05,10000.0,2831232.68333333,0.0,0.0,0.0,20.0,20.0,20.0,212715.0,212715.0,212715.0,7574781.15,7574781.15,7574781.15,1.0,1.0,1.0,35.61,35.61,35.61,2.06,2.06,2.06,429.0,0.2560610222605129
2022-09-01,218,0,0,800654a3-91e2-4800-88e4-257f6ab69f40,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4215059.32,10000.0,2112529.66,0.0,0.0,0.0,22.0,22.0,22.0,193286.0,193286.0,193286.0,4165313.3,4165313.3,4165313.3,1.0,1.0,1.0,21.55,21.55,21.55,1.41,1.41,1.41,304.0,0.2562613816564786
2021-08-01,221,0,0,81e701d5-9e9f-4728-9913-ee48ad0b7e5f,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6890723.92,10000.0,2309241.30666667,0.0,0.0,0.0,13.0,13.0,13.0,127284.0,127284.0,127284.0,7041350.88,7041350.88,7041350.88,2.0,2.0,2.0,55.32,55.32,55.32,0.0,0.0,0.0,270.0,0.256437301200215
2023-02-01,222,0,0,82ca7807-5437-47e9-af5d-7ceb37757ae3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4086036.16,10000.0,1371678.72,0.0,0.0,0.0,10.0,10.0,10.0,176713.0,176713.0,176713.0,3993713.8,3993713.8,3993713.8,1.0,1.0,1.0,22.6,22.6,22.6,1.29,1.29,1.29,408.0,0.2562613816564786
2022-09-01,245,0,0,8de886d3-0767-4fb7-a154-0d657a9940d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6571700.4,10000.0,2202900.13333333,0.0,0.0,0.0,16.0,16.0,16.0,185658.0,185658.0,185658.0,6731959.08,6731959.08,6731959.08,1.0,1.0,1.0,36.26,36.26,36.26,2.08,2.08,2.08,425.0,0.257688171751113
2022-08-01,270,0,0,9f2091b2-6c78-4e83-8d2c-8ec4aeb1e7eb,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4534902.19,10000.0,1521300.73,0.0,0.0,0.0,10.0,10.0,10.0,170891.0,170891.0,170891.0,4381645.24,4381645.24,4381645.24,1.0,1.0,1.0,25.64,25.64,25.64,1.37,1.37,1.37,197.0,0.2562613816564786
2023-01-01,272,0,0,a02541a1-cc2e-4b40-aa72-484e33c4c62c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3959937.27,10000.0,1329645.75666667,0.0,0.0,0.0,23.0,23.0,23.0,199889.0,199889.0,199889.0,4307607.95,4307607.95,4307607.95,1.0,1.0,1.0,21.55,21.55,21.55,1.41,1.41,1.41,379.0,0.2572174233749946
2022-05-01,294,0,0,ad33484e-3942-408d-a587-953e3fa89f66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6139805.0,10000.0,2058935.0,0.0,0.0,0.0,11.0,11.0,11.0,184141.0,184141.0,184141.0,6468873.33,6468873.33,6468873.33,1.0,1.0,1.0,35.13,35.13,35.13,0.0,0.0,0.0,428.0,0.2572174233749946
2022-08-01,294,0,0,ad33484e-3942-408d-a587-953e3fa89f66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6139805.0,10000.0,2058935.0,0.0,0.0,0.0,11.0,11.0,11.0,184141.0,184141.0,184141.0,6468873.33,6468873.33,6468873.33,1.0,1.0,1.0,35.13,35.13,35.13,0.0,0.0,0.0,519.0,0.2572174233749946
2023-02-01,306,0,0,b459e015-7b51-4d50-b885-c0a9b4146d1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4535284.34,10000.0,2272642.17,0.0,0.0,0.0,7.0,7.0,7.0,168357.0,168357.0,168357.0,4591095.39,4591095.39,4591095.39,1.0,1.0,1.0,27.27,27.27,27.27,1.31,1.31,1.31,495.0,0.2562613816564786
2022-09-01,307,0,0,b5486607-6117-45e3-b4bf-6d9ed4f5d91e,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5965525.65,10000.0,1998175.21666667,0.0,0.0,0.0,12.0,12.0,12.0,160285.0,160285.0,160285.0,5609975.0,5609975.0,5609975.0,1.0,1.0,1.0,35.0,35.0,35.0,1.76,1.76,1.76,257.0,0.2560610222605129
2022-08-01,310,0,0,b68a48a8-5942-4f36-b7e6-7ca7eb6f77f0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6008132.69,10000.0,2015044.23,0.0,0.0,0.0,4.0,4.0,4.0,226571.0,226571.0,226571.0,5752637.69,5752637.69,5752637.69,1.0,1.0,1.0,25.39,25.39,25.39,3.1,3.1,3.1,288.0,0.2569190620677391
2022-12-01,312,0,0,b6e33d28-0cfa-47c7-9df3-b2d8ca870f11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6854103.17,10000.0,2297034.39,0.0,0.0,0.0,27.0,27.0,27.0,235601.0,235601.0,235601.0,7360175.24,7360175.24,7360175.24,1.0,1.0,1.0,31.24,31.24,31.24,3.05,3.05,3.05,392.0,0.2572174233749946
2023-01-01,321,0,0,bb689899-5ea8-46a5-bae2-501086f45958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6499681.29,10000.0,2178893.76333333,0.0,0.0,0.0,13.0,13.0,13.0,185394.0,185394.0,185394.0,6512891.22,6512891.22,6512891.22,1.0,1.0,1.0,35.13,35.13,35.13,0.0,0.0,0.0,583.0,0.2562613816564786
2022-02-01,329,0,0,c1e3f004-1413-4090-a19d-6436e0755143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4362775.34,10000.0,1466591.78,0.0,0.0,0.0,26.0,26.0,26.0,178068.0,178068.0,178068.0,4599496.44,4599496.44,4599496.44,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,440.0,0.2562613816564786
2022-09-01,336,0,0,c683a035-cef0-4692-a25c-c3d8abcc3df7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8773075.24,10000.0,2936691.74666667,0.0,0.0,0.0,23.0,23.0,23.0,221626.0,221626.0,221626.0,7867723.0,7867723.0,7867723.0,1.0,1.0,1.0,35.5,35.5,35.5,1.99,1.99,1.99,271.0,0.2560610222605129
2023-02-01,344,0,0,cc37be60-c02d-4870-b8fe-80372a7f7392,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4703633.2,10000.0,1577877.73333333,0.0,0.0,0.0,13.0,13.0,13.0,207904.0,207904.0,207904.0,4611310.72,4611310.72,4611310.72,1.0,1.0,1.0,22.18,22.18,22.18,1.41,1.41,1.41,334.0,0.2569190620677391
2022-07-01,380,0,0,e46c7a40-f815-4790-a624-b4f9277252a6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10227506.57,10000.0,3421502.19,0.0,0.0,0.0,22.0,22.0,22.0,170870.0,170870.0,170870.0,9315832.4,9315832.4,9315832.4,2.0,2.0,2.0,54.52,54.52,54.52,2.28,2.28,2.28,259.0,0.2567183659523679
2022-06-01,384,0,0,e59246dd-3d4a-461b-a65f-3448708c0344,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8217204.34,10000.0,2751401.44666667,0.0,0.0,0.0,26.0,26.0,26.0,210349.0,210349.0,210349.0,7961709.65,7961709.65,7961709.65,1.0,1.0,1.0,37.85,37.85,37.85,2.16,2.16,2.16,208.0,0.2569190620677391
2022-11-01,388,0,0,e8658e52-4de1-46e7-8cfa-f79ef39e906d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5674467.11,10000.0,2842233.555,0.0,0.0,0.0,9.0,9.0,9.0,160806.0,160806.0,160806.0,5800272.42,5800272.42,5800272.42,1.0,1.0,1.0,36.07,36.07,36.07,1.02,1.02,1.02,395.0,0.256437301200215
2022-10-01,390,0,0,e89b93ca-02e3-4393-92d1-3e8af55e4474,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4610706.59,10000.0,1546902.19666667,0.0,0.0,0.0,10.0,10.0,10.0,216042.0,216042.0,216042.0,4394294.28,4394294.28,4394294.28,1.0,1.0,1.0,20.34,20.34,20.34,1.14,1.14,1.14,237.0,0.2562613816564786
2022-12-01,399,0,0,eb905f36-9673-4d74-b05d-291635f68f7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4473911.79,10000.0,2241955.895,0.0,0.0,0.0,10.0,10.0,10.0,149700.0,149700.0,149700.0,4504473.0,4504473.0,4504473.0,1.0,1.0,1.0,30.09,30.09,30.09,1.7,1.7,1.7,464.0,0.2562613816564786
2022-03-01,416,0,0,f5f04a0a-29c8-42de-92b4-8d849c294872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5306107.4,10000.0,1781035.8,0.0,0.0,0.0,22.0,22.0,22.0,171057.0,171057.0,171057.0,4835781.39,4835781.39,4835781.39,1.0,1.0,1.0,28.27,28.27,28.27,0.0,0.0,0.0,446.0,0.2562613816564786
2022-05-01,421,0,0,f7e12ce2-fe79-4d05-831e-51dc2d6d3243,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6776471.33,10000.0,2271157.11,0.0,0.0,0.0,26.0,26.0,26.0,202082.0,202082.0,202082.0,6733372.24,6733372.24,6733372.24,1.0,1.0,1.0,33.32,33.32,33.32,0.0,0.0,0.0,313.0,0.2562613816564786
2022-11-01,422,0,0,f8a36b83-611a-4c47-ace5-06260b07b6fa,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5764697.72,10000.0,1931232.57333333,0.0,0.0,0.0,10.0,10.0,10.0,155744.0,155744.0,155744.0,5346691.52,5346691.52,5346691.52,1.0,1.0,1.0,34.33,34.33,34.33,2.14,2.14,2.14,337.0,0.2562613816564786
2023-01-01,426,0,0,fbd9fe0b-ac7e-433f-abb2-c5c528d29e81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4420840.07,10000.0,1483280.02333333,0.0,0.0,0.0,23.0,23.0,23.0,199324.0,199324.0,199324.0,4219689.08,4219689.08,4219689.08,1.0,1.0,1.0,21.17,21.17,21.17,1.1,1.1,1.1,381.0,0.2562613816564786
2022-08-01,431,0,0,fe83c6a5-d4ff-4280-8053-865e01f064ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9047900.94,10000.0,3028300.31333333,0.0,0.0,0.0,25.0,25.0,25.0,174068.0,174068.0,174068.0,8647698.24,8647698.24,8647698.24,2.0,2.0,2.0,49.68,49.68,49.68,0.0,0.0,0.0,426.0,0.2560610222605129
2022-07-01,453,0,0,1159fc98-cc39-4818-a448-de7a4e2ad06f,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4828280.33,10000.0,2419140.165,0.0,0.0,0.0,11.0,11.0,11.0,147507.0,147507.0,147507.0,5037364.05,5037364.05,5037364.05,1.0,1.0,1.0,34.15,34.15,34.15,1.13,1.13,1.13,332.0,0.2562613816564786
2022-09-01,35,0,0,169e0338-95c5-4ab5-b94b-d7a55c501214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4409879.07,10000.0,2209939.535,0.0,0.0,0.0,11.0,11.0,11.0,148369.0,148369.0,148369.0,4464423.21,4464423.21,4464423.21,1.0,1.0,1.0,30.09,30.09,30.09,1.7,1.7,1.7,394.0,0.2562613816564786
2022-11-01,468,0,0,196a0dd3-89da-4ea9-bd5f-8dfcb7417d29,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3789709.94,10000.0,1273236.64666667,0.0,0.0,0.0,6.0,6.0,6.0,178877.0,178877.0,178877.0,3697387.59,3697387.59,3697387.59,1.0,1.0,1.0,20.67,20.67,20.67,1.35,1.35,1.35,260.0,0.2572174233749946
2022-05-01,490,0,0,20f51879-da7f-4680-9a61-c5662417a39d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6690542.56,10000.0,2242514.18666667,0.0,0.0,0.0,1.0,1.0,1.0,167975.0,167975.0,167975.0,7048231.0,7048231.0,7048231.0,1.0,1.0,1.0,41.96,41.96,41.96,0.0,0.0,0.0,404.0,0.2569190620677391
2022-09-01,490,0,0,20f51879-da7f-4680-9a61-c5662417a39d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6690542.56,10000.0,2242514.18666667,0.0,0.0,0.0,1.0,1.0,1.0,167975.0,167975.0,167975.0,7048231.0,7048231.0,7048231.0,1.0,1.0,1.0,41.96,41.96,41.96,0.0,0.0,0.0,523.0,0.2569190620677391
2021-11-01,502,0,0,2cb94b26-e8b4-42f0-a446-4fc5c8d0268b,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7895999.74,10000.0,2644333.24666667,0.0,0.0,0.0,13.0,13.0,13.0,160397.0,160397.0,160397.0,8231574.04,8231574.04,8231574.04,2.0,2.0,2.0,51.32,51.32,51.32,0.0,0.0,0.0,236.0,0.2562613816564786
2023-02-01,514,0,0,346adc6a-9235-4835-9616-1fffed04332d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5808851.65,10000.0,2909425.825,0.0,0.0,0.0,19.0,19.0,19.0,164478.0,164478.0,164478.0,5845548.12,5845548.12,5845548.12,1.0,1.0,1.0,35.54,35.54,35.54,1.02,1.02,1.02,521.0,0.2565996261339365
